grid_id,long,lat,marine_species_richness,PD,co1_genetic_diversity_mean,long_deg,lat_deg,long_dd,lat_dd,DepthMin,DepthMax,DepthMean,ClimZoneCode,SSTAnMean,SBTAnMean,SalinityMean,SalinityBMean,PrimProdMean,IceConAnn,OxyMean,OxyBMean,LandDist,Shelf,Slope,Abyssal,TidalRange,Coral,Estuary,Seamount,MPA,matched_CenterLong,matched_CenterLat
292,-10228379,-5965836,93,20.00796106,0.009287243,-102.28379,-59.65836,-102.28379,-59.65836,4760,5201,5003,SP,3.48733997344971,0.168724998831749,33.9913787841797,34.7046890258789,2.3590000346303,3.0000001061e-06,317.251556396484,220.491973876953,1168,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,-102.25,-59.75
293,-9842479,-5965836,92,19.79403003,0.009364526,-98.42479,-59.65836,-98.42479,-59.65836,4652,5177,4971,SP,3.54610991477966,0.282979011535645,33.9855918884277,34.7032585144043,2.52599990926683,1.9999999949e-06,317.867156982422,216.458724975586,1091,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,-98.25,-59.75
294,-9456579,-5965836,96,20.43024686,0.009392793,-94.56579,-59.65836,-94.56579,-59.65836,4569,4972,4766,SP,3.51967692375183,0.192375004291534,33.9797592163086,34.701000213623,2.64899991452694,1.9999999949e-06,320.504608154297,218.740768432617,1047,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,-94.75,-59.75
295,-9070679,-5965836,98,20.96497123,0.009370196,-90.70679,-59.65836,-90.70679,-59.65836,4596,5214,4990,SP,3.54858493804932,0.235373005270958,33.9697341918945,34.7039985656738,2.72500002756715,0.0,320.108154296875,216.93798828125,1029,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,-90.75,-59.75
296,-8684779,-5965836,99,20.75566178,0.00948776,-86.84779,-59.65836,-86.84779,-59.65836,4540,5228,4913,SP,3.90658092498779,0.232667997479439,34.0166091918945,34.7039985656738,2.55100009962916,9.999999974e-07,318.643524169922,216.385116577148,1043,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,-86.75,-59.75
297,-8298879,-5965836,99,20.60959377,0.009649053,-82.98879,-59.65836,-82.98879,-59.65836,5037,5126,5074,SP,4.28431987762451,0.236089006066322,34.0338134765625,34.7039985656738,2.52399989403784,0.0,316.762023925781,216.028518676758,866,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,-82.75,-59.75
298,-7912979,-5965836,102,21.36535988,0.009609159,-79.12979,-59.65836,-79.12979,-59.65836,4889,5150,5021,SP,4.25178718566895,0.246829003095627,34.0042266845703,34.7039260864258,2.76200007647276,9.999999974e-07,318.309936523438,215.751724243164,719,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,-79.25,-59.75
299,-7527079,-5965836,148,31.29815271,0.008600565,-75.27079,-59.65836,-75.27079,-59.65836,4551,4907,4725,SP,4.09139490127563,0.246830001473427,33.9872627258301,34.7034606933594,2.89499992504716,9.999999974e-07,320.057556152344,215.751663208008,582,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,-75.25,-59.75
300,-7141179,-5965836,172,34.70369087,0.008015074,-71.41179,-59.65836,-71.41179,-59.65836,4049,4511,4265,SP,3.52933311462402,0.495831996202469,33.9150733947754,34.7003555297852,3.13599989749491,7.000000096e-06,321.366760253906,212.89079284668,488,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,-71.25,-59.75
301,-6755279,-5965836,192,37.0398696,0.008440499,-67.55279,-59.65836,-67.55279,-59.65836,3439,3694,3585,SP,2.50410890579224,0.479653000831604,33.7288970947266,34.7043266296387,3.36800003424287,2.8000000384e-05,334.650054931641,216.027542114258,455,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,-67.75,-59.75
302,-6369379,-5965836,191,36.64208857,0.008249438,-63.69379,-59.65836,-63.69379,-59.65836,2926,4121,3627,SP,0.492110997438431,0.318773001432419,33.5942726135254,34.7002487182617,3.52400005795062,0.0027199999894946,343.625915527344,229.026306152344,350,0.0,1399.523558159,157.674441841004,-9999.0,0.0,0.0,0,,-63.75,-59.75
303,-5983479,-5965836,180,35.14686147,0.009100812,-59.83479,-59.65836,-59.83479,-59.65836,2230,4277,3656,SP,0.365574985742569,0.330352991819382,33.6457939147949,34.6913795471191,3.46700008958578,0.0045719998888671,349.804992675781,232.640777587891,257,0.0,1346.47799706888,210.720002931119,-9999.0,0.0,0.0,0,,-59.75,-59.75
304,-5597579,-5965836,163,33.79314019,0.009275778,-55.97579,-59.65836,-55.97579,-59.65836,3424,3733,3597,SP,0.161404997110367,0.051986001431942,33.7245292663574,34.6654510498047,3.76500003039837,0.0126560004428029,355.166351318359,242.350051879883,195,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,-55.75,-59.75
305,-5211679,-5965836,132,29.02333481,0.009618912,-52.11679,-59.65836,-52.11679,-59.65836,2874,3509,3348,SP,-0.0027290000580251,0.0613039992749691,33.8163604736328,34.6580505371094,3.44299990683794,0.0283300001174212,353.929656982422,244.732849121094,228,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,-52.25,-59.75
306,-4825779,-5965836,121,24.33949915,0.009784901,-48.25779,-59.65836,-48.25779,-59.65836,3038,4455,4004,SP,-0.444256991147995,-0.168338999152184,33.9015121459961,34.6662750244141,2.57700006477535,0.0795700028538704,354.113189697266,252.221343994141,205,0.0,1057.18029357798,500.017706422018,-9999.0,0.0,0.0,0,,-48.25,-59.75
307,-4439879,-5965836,112,23.23310773,0.009411029,-44.39879,-59.65836,-44.39879,-59.65836,2634,4812,4077,SP,-0.346527993679047,-0.190143004059792,33.8328247070313,34.6513175964355,2.70999991334975,0.0866039991378784,353.166534423828,254.035614013672,139,0.0,976.644842975207,580.553157024793,-9999.0,0.0,0.0,0,,-44.25,-59.75
308,-4053979,-5965836,116,23.62802434,0.009540941,-40.53979,-59.65836,-40.53979,-59.65836,1570,3204,2463,SP,-0.56988400220871,-0.0459760017693043,33.7451934814453,34.6643486022949,2.18600011430681,0.161835998296738,354.485595703125,247.74577331543,251,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,-40.75,-59.75
309,-3668079,-5965836,114,23.96888636,0.009445025,-36.68079,-59.65836,-36.68079,-59.65836,2320,2793,2617,SP,-0.708636999130249,-0.0661719962954521,33.6302604675293,34.6651306152344,1.84499996248633,0.226249992847443,355.331237792969,247.591781616211,456,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,-36.75,-59.75
310,-3282179,-5965836,106,23.33753128,0.00820301,-32.82179,-59.65836,-32.82179,-59.65836,467,2961,2073,SP,-1.03344094753265,-0.0238680001348257,33.668701171875,34.6551322937012,1.78499997127801,0.296562999486923,355.180694580078,240.470825195313,343,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,-32.75,-59.75
311,-2896279,-5965836,99,20.79065047,0.007861381,-28.96279,-59.65836,-28.96279,-59.65836,1644,2982,2492,SP,-1.07730400562286,-0.0220379997044802,33.6071243286133,34.662296295166,1.82100001256913,0.342009007930756,352.347473144531,246.312942504883,129,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,-28.75,-59.75
312,-2510379,-5965836,102,21.19644808,0.008526961,-25.10379,-59.65836,-25.10379,-59.65836,2612,4539,3417,SP,-0.864623010158539,-0.484236985445023,33.6898536682129,34.6550331115723,2.17800005339086,0.327237993478775,347.445892333984,258.595916748047,129,0.0,1121.6350928905,435.562907109497,-9999.0,0.0,0.0,0,,-25.25,-59.75
313,-2124479,-5965836,101,20.18586271,0.008525652,-21.24479,-59.65836,-21.24479,-59.65836,2686,4761,3739,SP,-0.602832019329071,-0.383513987064362,33.5335121154785,34.6580009460449,1.64200004655868,0.225202992558479,356.215759277344,251.803802490234,343,0.0,986.100323855422,571.097676144578,-9999.0,0.0,0.0,0,,-21.25,-59.75
314,-1738579,-5965836,99,20.41930026,0.008521782,-17.38579,-59.65836,-17.38579,-59.65836,2071,3845,3028,SP,-0.922851026058197,-0.374128013849258,33.6849975585938,34.6645774841309,2.68699997104704,0.287885993719101,347.941589355469,255.518615722656,567,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,-17.25,-59.75
315,-1352679,-5965836,99,20.41930026,0.008521782,-13.52679,-59.65836,-13.52679,-59.65836,3605,4898,4300,SP,-1.12651598453522,-0.632269978523254,33.9544906616211,34.6549987792969,2.6759998872876203,0.353574991226196,339.733215332031,263.787048339844,762,0.0,475.710139211137,1081.48786078886,-9999.0,0.0,0.0,0,,-13.75,-59.75
316,-966779,-5965836,100,20.41930026,0.008521782,-9.66779,-59.65836,-9.66779,-59.65836,3992,5167,4832,SP,-1.08877098560333,-0.762668013572693,34.1579780578613,34.6475563049316,2.94700008817017,0.372572988271713,337.825958251953,267.706451416016,985,0.0,10.6021991489362,1546.59580085106,-9999.0,0.0,0.0,0,,-9.75,-59.75
317,-580879,-5965836,105,20.25670059,0.008598253,-5.80879,-59.65836,-5.80879,-59.65836,4706,5516,5103,SP,-1.05410599708557,-0.731664001941681,34.1659622192383,34.6475563049316,2.608000067994,0.36371898651123,334.599639892578,252.184539794922,846,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,-5.75,-59.75
318,-194979,-5965836,105,19.74734444,0.008707598,-1.94979,-59.65836,-1.94979,-59.65836,4226,5392,5001,SP,-1.03800201416016,-0.759733974933624,34.1393089294434,34.6455688476563,2.21799989230931,0.360617011785507,333.393615722656,265.537200927734,710,0.0,0.0,1557.198,-9999.0,0.0,0.0,1,,-1.75,-59.75
319,190921,-5965836,106,20.35264679,0.008414575,1.90921,-59.65836,1.90921,-59.65836,4691,5416,5111,SP,-1.01702404022217,-0.795267999172211,34.1627960205078,34.6475563049316,2.17400002293289,0.356763005256653,334.36376953125,266.154510498047,646,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,1.75,-59.75
320,576821,-5965836,104,20.01962493,0.008360961,5.76821,-59.65836,5.76821,-59.65836,5080,5415,5233,SP,-0.98709899187088,-0.798268973827362,34.186939239502,34.6461982727051,1.91600003745407,0.372110992670059,335.409423828125,262.644836425781,658,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,5.75,-59.75
321,962721,-5965836,101,18.89772253,0.008228907,9.62721,-59.65836,9.62721,-59.65836,5076,5379,5241,SP,-0.92772102355957,-0.742330014705658,34.1785583496094,34.648998260498,1.8739999504759897,0.37194299697876,336.518646240234,256.641326904297,755,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,9.75,-59.75
322,1348621,-5965836,99,18.89772253,0.008228907,13.48621,-59.65836,13.48621,-59.65836,4973,5324,5172,SP,-0.886133015155792,-0.68994802236557,34.0502662658691,34.6490516662598,1.82699994184077,0.360926985740662,338.701904296875,257.005584716797,887,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,13.25,-59.75
323,1734521,-5965836,97,18.88679425,0.009382629,17.34521,-59.65836,17.34521,-59.65836,4801,5280,4996,SP,-0.916962027549744,-0.650092005729675,33.9579963684082,34.6474304199219,1.9219999667257104,0.351561993360519,335.986022949219,256.964019775391,1070,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,17.25,-59.75
324,2120421,-5965836,98,18.78866882,0.009207023,21.20421,-59.65836,21.20421,-59.65836,4874,5335,5209,SP,-0.69938200712204,-0.620458006858826,33.8091278076172,34.6488189697266,2.09799990989268,0.281774014234543,339.517028808594,252.748596191406,1164,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,21.25,-59.75
325,2506321,-5965836,91,18.01863503,0.009766757,25.06321,-59.65836,25.06321,-59.65836,5141,5364,5265,SP,-0.536750972270966,-0.625871002674103,33.8010215759277,34.6493339538574,2.20400001853704,0.209813997149467,342.16015625,251.721221923828,1099,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,25.25,-59.75
326,2892221,-5965836,81,17.57214177,0.010145264,28.92221,-59.65836,28.92221,-59.65836,5273,5336,5292,SP,-0.471662998199463,-0.615607976913452,33.791576385498,34.6484260559082,2.381999976933,0.169541999697685,345.763458251953,249.844451904297,1051,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,28.75,-59.75
327,3278121,-5965836,80,17.51325012,0.010318844,32.78121,-59.65836,32.78121,-59.65836,5246,5293,5270,SP,-0.516879975795746,-0.610346019268036,33.8089637756348,34.6487846374512,2.42400006391108,0.171492993831635,346.007659912109,248.751327514648,1029,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,32.75,-59.75
328,3664021,-5965836,86,17.80260015,0.009805414,36.64021,-59.65836,36.64021,-59.65836,5259,5300,5276,SP,-0.426705986261368,-0.60562402009964,33.8183975219727,34.6494560241699,2.3439999204129,0.142879992723465,346.737640380859,247.866012573242,980,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,36.75,-59.75
329,4049921,-5965836,90,18.78158706,0.009910461,40.49921,-59.65836,40.49921,-59.65836,5280,5332,5302,SP,-0.411828011274338,-0.598832011222839,33.8153953552246,34.6501350402832,2.4009998887777297,0.138539001345634,347.855773925781,247.170181274414,902,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,40.25,-59.75
330,4435821,-5965836,91,18.93708138,0.009795669,44.35821,-59.65836,44.35821,-59.65836,5278,5356,5300,SP,-0.39435601234436,-0.586713016033173,33.7910118103027,34.6603469848633,2.30500008910894,0.123691998422146,348.672668457031,246.011871337891,808,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,44.25,-59.75
331,4821721,-5965836,93,19.02365877,0.009668958,48.21721,-59.65836,48.21721,-59.65836,5082,5356,5324,SP,-0.384918004274368,-0.589403986930847,33.7789916992188,34.6508903503418,2.16599996201694,0.102889999747276,350.595825195313,245.698608398438,725,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,48.25,-59.75
332,5207621,-5965836,94,19.09994436,0.009668958,52.07621,-59.65836,52.07621,-59.65836,5212,5275,5232,SP,-0.520033001899719,-0.573661029338837,33.7930030822754,34.6510009765625,2.29099998250604,0.120714001357555,351.057403564453,245.36457824707,695,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,52.25,-59.75
333,5593521,-5965836,97,19.83815744,0.009683386,55.93521,-59.65836,55.93521,-59.65836,5072,5151,5102,SP,-0.51137101650238,-0.549165010452271,33.7853698730469,34.6625938415527,2.27400008589029,0.121151000261307,349.383270263672,245.003356933594,696,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,55.75,-59.75
334,5979421,-5965836,101,20.67421164,0.009384188,59.79421,-59.65836,59.79421,-59.65836,4840,4916,4877,SP,-0.352858006954193,-0.490929007530212,33.7496910095215,34.6640014648438,2.24500009790063,0.107518002390862,350.931945800781,243.801605224609,733,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,59.75,-59.75
335,6365321,-5965836,107,21.8366552,0.009192367,63.65321,-59.65836,63.65321,-59.65836,3869,4884,4496,SP,-0.250032991170883,-0.344265997409821,33.7274322509766,34.6650161743164,2.23199999891222,0.100475996732712,350.664459228516,238.172317504883,821,0.0,200.978264039409,1356.21973596059,-9999.0,0.0,0.0,0,,63.75,-59.75
336,6751221,-5965836,116,23.6519374,0.008908961,67.51221,-59.65836,67.51221,-59.65836,4448,4686,4564,SP,-0.222764000296593,-0.386287987232208,33.6928596496582,34.6667098999023,2.37299990840256,0.0967179983854294,348.904022216797,239.389739990234,825,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,67.75,-59.75
337,7137121,-5965836,115,24.64357271,0.009106066,71.37121,-59.65836,71.37121,-59.65836,4238,4713,4439,SP,-0.432788997888565,-0.326059997081757,33.6852111816406,34.6755790710449,2.25399993360043,0.163335993885994,348.742431640625,237.281936645508,761,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,71.25,-59.75
338,7523021,-5965836,114,23.41957696,0.009210592,75.23021,-59.65836,75.23021,-59.65836,1291,2227,1720,SP,-0.606714010238647,1.02056503295898,33.7611694335938,34.7385520935059,2.5090000126510903,0.215085998177528,346.033233642578,219.25927734375,757,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,75.25,-59.75
339,7908921,-5965836,107,21.18091691,0.009561704,79.08921,-59.65836,79.08921,-59.65836,1799,2643,2186,SP,-0.677375972270966,0.648716986179352,33.81884765625,34.6931266784668,2.3829999845475003,0.200154006481171,344.566497802734,221.438949584961,825,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,79.25,-59.75
340,8294821,-5965836,94,20.23800448,0.009370055,82.94821,-59.65836,82.94821,-59.65836,1243,1656,1392,SP,-0.51605898141861,0.966322004795074,33.8329238891602,34.7339744567871,2.16899998486042,0.181828007102013,344.496978759766,220.450592041016,810,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,82.75,-59.75
341,8680721,-5965836,94,19.77957619,0.009376937,86.80721,-59.65836,86.80721,-59.65836,4236,4689,4455,SP,0.26111701130867,-0.0698729977011681,33.822940826416,34.6702308654785,2.6879999786615403,0.0507160015404224,337.292694091797,229.827728271484,751,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,86.75,-59.75
342,9066621,-5965836,94,19.77957619,0.009376937,90.66621,-59.65836,90.66621,-59.65836,4385,4628,4471,SP,0.150453001260757,-0.0732209980487823,33.825065612793,34.6705513000488,2.37299990840256,0.031232999637723,340.624877929688,230.503280639648,700,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,90.75,-59.75
343,9452521,-5965836,99,20.16445328,0.009215735,94.52521,-59.65836,94.52521,-59.65836,4397,4482,4425,SP,0.113162003457546,-0.0773620009422302,33.8465042114258,34.6700706481934,2.39300006069243,0.0333760008215904,341.572998046875,230.916595458984,701,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,94.75,-59.75
344,9838421,-5965836,95,19.78453528,0.009215735,98.38421,-59.65836,98.38421,-59.65836,4329,4508,4484,SP,-0.0482150018215179,-0.0809739977121353,33.874584197998,34.6744995117188,2.39600008353591,0.04670500010252,344.133026123047,231.474899291992,648,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,98.25,-59.75
345,10224321,-5965836,94,19.78453528,0.009215735,102.24321,-59.65836,102.24321,-59.65836,4234,4448,4306,SP,-0.0258300006389618,-0.0775120034813881,33.8914337158203,34.6809272766113,2.35700001940131,0.0363559983670712,347.977172851563,231.604049682617,640,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,102.25,-59.75
346,10610221,-5965836,94,20.12716447,0.009566883,106.10221,-59.65836,106.10221,-59.65836,4223,4441,4329,SP,0.157475993037224,-0.0894360020756721,33.846794128418,34.6827774047852,2.16599996201694,0.016660999506712,350.922302246094,233.084289550781,659,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,106.25,-59.75
347,10996121,-5965836,95,20.29300257,0.009462656,109.96121,-59.65836,109.96121,-59.65836,4334,4442,4383,SP,0.460718989372253,-0.0972729995846748,33.8438339233398,34.6825561523438,2.17700004577637,0.0099330004304647,349.650360107422,233.613525390625,700,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,109.75,-59.75
348,11382021,-5965836,97,20.48862347,0.009581243,113.82021,-59.65836,113.82021,-59.65836,4380,4536,4456,SP,0.700882971286774,-0.10444500297308,33.8328094482422,34.680606842041,2.14700005017221,0.0025750000495463,349.059844970703,234.03108215332,695,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,113.75,-59.75
349,11767921,-5965836,97,20.24013006,0.009581243,117.67921,-59.65836,117.67921,-59.65836,4488,4635,4551,SP,0.874104022979736,-0.100709997117519,33.8294486999512,34.6801567077637,2.10699997842312,0.0003779999969992,346.625030517578,234.005783081055,725,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,117.75,-59.75
350,12153821,-5965836,100,20.72895577,0.009513981,121.53821,-59.65836,121.53821,-59.65836,4461,4532,4493,SP,0.933782994747162,-0.10181599855423,33.8168754577637,34.6840553283691,2.19899998046458,0.0002370000001974,348.020385742188,234.905715942383,772,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,121.75,-59.75
351,12539721,-5965836,103,21.63761055,0.009846648,125.39721,-59.65836,125.39721,-59.65836,4612,4653,4627,SP,1.02009999752045,-0.097291000187397,33.8184356689453,34.6846084594727,2.20500002615154,9.30000023799e-05,347.035064697266,235.232421875,751,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,125.25,-59.75
352,12925621,-5965836,106,22.2705758,0.009583309,129.25621,-59.65836,129.25621,-59.65836,4631,4698,4659,SP,1.34282803535461,-0.0922079980373383,33.8173561096191,34.6805419921875,2.15999991632998,0.0,344.648590087891,235.189071655273,751,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,129.25,-59.75
353,13311521,-5965836,108,22.92555769,0.009591836,133.11521,-59.65836,133.11521,-59.65836,4591,4741,4653,SP,1.46652102470398,0.324436992406845,33.8080902099609,34.7042999267578,2.17500003054738,6.19999991613e-05,345.113098144531,221.461898803711,751,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,133.25,-59.75
354,13697421,-5965836,114,23.93984151,0.0094439,136.97421,-59.65836,136.97421,-59.65836,4546,4652,4575,SP,1.29081702232361,-0.0720620006322861,33.8050880432129,34.6770057678223,2.20500002615154,7.59999966248e-05,347.549743652344,236.408950805664,751,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,136.75,-59.75
355,14083321,-5965836,123,25.24299266,0.008989567,140.83321,-59.65836,140.83321,-59.65836,3689,4452,4178,SP,1.15404403209686,-0.0374980010092258,33.794979095459,34.6836128234863,2.22099991515279,9.79999967967e-05,348.449279785156,236.942413330078,762,0.0,634.716353866317,922.481646133683,-9999.0,0.0,0.0,0,,140.75,-59.75
356,14469221,-5965836,125,25.84136518,0.008891627,144.69221,-59.65836,144.69221,-59.65836,3591,4059,3824,SP,1.35431897640228,0.119805999100208,33.7802658081055,34.6828575134277,2.1609999239444697,9.00000013643e-05,347.275909423828,234.042114257813,807,0.0,1360.88457692308,196.313423076923,-9999.0,0.0,0.0,0,,144.75,-59.75
357,14855121,-5965836,123,25.16486557,0.008799131,148.55121,-59.65836,148.55121,-59.65836,2822,3649,3366,SP,0.188564002513885,0.420558989048004,33.8020362854004,34.6755867004395,2.36200005747378,0.0013610000023618,351.385986328125,230.833068847656,838,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,148.75,-59.75
358,15241021,-5965836,154,31.15081621,0.00941026,152.41021,-59.65836,152.41021,-59.65836,2490,3040,2862,SP,0.282804012298584,0.376569002866745,33.9146881103516,34.6895942687988,2.43699993006885,0.0037189999129623,353.637939453125,229.047256469727,707,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,152.25,-59.75
359,15626921,-5965836,151,29.44881975,0.008634372,156.26921,-59.65836,156.26921,-59.65836,2849,3151,3002,SP,0.869922995567322,0.440802007913589,33.8834381103516,34.6976509094238,2.31899996288121,0.0002410000015515,347.277465820313,227.149566650391,604,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,156.25,-59.75
360,16012821,-5965836,200,38.77673298,0.010507331,160.12821,-59.65836,160.12821,-59.65836,3280,3834,3535,SP,1.20319998264313,0.57573801279068,33.8509254455566,34.6956901550293,2.26800004020333,0.0003889999934472,347.051513671875,223.91096496582,591,0.0,1557.198,0.0,-9999.0,0.0,0.0,0,,160.25,-59.75
361,16398721,-5965836,204,39.64744721,0.010980244,163.98721,-59.65836,163.98721,-59.65836,3719,4502,4245,SP,2.90993094444275,0.62133800983429,33.823429107666,34.701000213623,2.16899998486042,3.99999989895e-05,336.6669921875,222.77880859375,660,0.0,558.841172413793,998.356827586207,-9999.0,0.0,0.0,0,,163.75,-59.75
362,16784621,-5965836,178,35.22359261,0.010734254,167.84621,-59.65836,167.84621,-59.65836,4548,4936,4753,SP,3.53289699554443,0.632776975631714,33.8779907226563,34.695613861084,2.17600003816187,1.29999998534e-05,323.926391601563,222.440795898438,802,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,167.75,-59.75
363,17170521,-5965836,122,25.28776943,0.009695666,171.70521,-59.65836,171.70521,-59.65836,4572,5105,4848,SP,4.34943199157715,0.646854996681213,33.9467811584473,34.6973342895508,2.13799998164177,4.9999998736e-06,318.177795410156,221.542755126953,821,0.0,0.0,1557.198,-9999.0,0.0,0.0,0,,171.75,-59.75
365,-17174579,-5579936,194,38.66526896,0.010612289,-171.74579,-55.79936,-171.74579,-55.79936,4834,5151,4960,SP,5.43490695953369,0.6474369764328,34.0554847717285,34.7040252685547,2.99499998800457,0.0,307.518524169922,216.17399597168,954,0.0,0.0,1739.667,-9999.0,0.0,0.0,0,,-171.75,-55.75
366,-16788679,-5579936,156,31.623514,0.009350974,-167.88679,-55.79936,-167.88679,-55.79936,4413,5055,4709,SP,5.57781791687012,0.646122992038727,34.0306587219238,34.7099647521973,3.00000002607703,0.0,310.003295898438,214.547134399414,1155,0.0,0.0,1739.667,-9999.0,0.0,0.0,0,,-167.75,-55.75
367,-16402779,-5579936,148,30.26111189,0.009695137,-164.02779,-55.79936,-164.02779,-55.79936,4228,5120,4717,SP,4.63513612747192,0.645754992961884,33.9914398193359,34.7061500549316,3.02399997599423,0.0,313.447052001953,213.984634399414,1351,0.0,0.0,1739.667,-9999.0,0.0,0.0,0,,-164.25,-55.75
368,-16016879,-5579936,140,28.53109616,0.009479673,-160.16879,-55.79936,-160.16879,-55.79936,4042,4382,4249,SP,4.13717603683472,0.6560919880867,33.9422760009766,34.7171859741211,3.05599998682737,0.0,318.839263916016,212.613235473633,1586,0.0,0.0,1739.667,-9999.0,0.0,0.0,0,,-160.25,-55.75
369,-15630979,-5579936,130,27.42583733,0.009404479,-156.30979,-55.79936,-156.30979,-55.79936,3611,4021,3827,SP,4.0531210899353,0.693215012550354,33.8980407714844,34.7071228027344,2.91200005449355,9.999999974e-07,322.141754150391,213.814422607422,1829,0.0,1650.56210487805,89.1048951219512,-9999.0,0.0,0.0,0,,-156.25,-55.75
370,-15245079,-5579936,125,25.59691234,0.009540992,-152.45079,-55.79936,-152.45079,-55.79936,3243,3591,3365,SP,2.94454503059387,0.696079015731812,33.7968063354492,34.7111320495605,3.20999999530613,4.9999998736e-06,329.258392333984,215.178421020508,2076,0.0,1739.667,0.0,-9999.0,0.0,0.0,0,,-152.25,-55.75
371,-14859179,-5579936,122,25.0384857,0.009493648,-148.59179,-55.79936,-148.59179,-55.79936,3134,3510,3339,SP,2.38663506507874,0.667840003967285,33.767707824707,34.70947265625,3.17099993117154,9.0000003183e-06,326.850524902344,217.108825683594,2201,0.0,1739.667,0.0,-9999.0,0.0,0.0,0,,-148.75,-55.75
372,-14473279,-5579936,126,25.82739304,0.010002077,-144.73279,-55.79936,-144.73279,-55.79936,1816,3871,2794,SP,2.40401005744934,0.696015000343323,33.781665802002,34.7169532775879,3.35799995809793,1.29999998534e-05,331.036163330078,216.202896118164,2130,0.0,1739.667,0.0,-9999.0,0.0,0.0,0,,-144.75,-55.75
373,-14087379,-5579936,124,25.650775,0.009801258,-140.87379,-55.79936,-140.87379,-55.79936,2998,3593,3291,SP,4.73205804824829,0.809400975704193,33.9410057067871,34.7256546020508,3.07399989105761,0.0,310.834228515625,209.759704589844,2070,0.0,1739.667,0.0,-9999.0,0.0,0.0,0,,-140.75,-55.75
374,-13701479,-5579936,118,24.85748164,0.009321838,-137.01479,-55.79936,-137.01479,-55.79936,2565,2893,2758,SP,4.20262813568115,0.941510021686554,33.9150428771973,34.7345199584961,2.85300007089972,0.0,311.964630126953,206.124359130859,2029,0.0,1739.667,0.0,-9999.0,0.0,0.0,0,,-137.25,-55.75
375,-13315579,-5579936,122,25.09428687,0.009570574,-133.15579,-55.79936,-133.15579,-55.79936,3128,3517,3305,SP,3.2284369468689,0.713203012943268,33.8784027099609,34.7169151306152,2.9849999118596298,0.0,313.133117675781,212.709426879883,1996,0.0,1739.667,0.0,-9999.0,0.0,0.0,0,,-133.25,-55.75
