grid_id,long,lat,marine_species_richness,PD,co1_genetic_diversity_mean,long_deg,lat_deg,long_dd,lat_dd,DepthMin,DepthMax,DepthMean,ClimZoneCode,SSTAnMean,SBTAnMean,SalinityMean,SalinityBMean,PrimProdMean,IceConAnn,OxyMean,OxyBMean,LandDist,Shelf,Slope,Abyssal,TidalRange,Coral,Estuary,Seamount,MPA,matched_CenterLong,matched_CenterLat
1630,14469221,-563236,2372,444.7843016,0.013309575,144.69221,-5.63236,144.69221,-5.63236,0,0,0,ST,,,,,,,,,0,0.0,0.0,0.0,,0.0,0.0,0,,144.75,-5.75
1631,14855121,-563236,2348,431.8919954,0.013247143,148.55121,-5.63236,148.55121,-5.63236,0,389,46,ST,29.1638412475586,8.0306282043457,34.135440826416,34.6355819702148,15.8952455967665,0.0,199.080383300781,138.239440917969,9,873.97042407583,110.193735924171,0.0,1.0,0.0040207838113836,0.0,0,,148.75,-5.75
1632,15241021,-563236,2146,410.126819,0.013133137,152.41021,-5.63236,152.41021,-5.63236,265,8269,5774,ST,29.4393711090088,1.61308205127716,34.4780006408691,34.7008514404297,18.9670007675886,0.0,198.160903930664,154.261032104492,111,0.0,1435.1625505997,1640.3504494003,1.0,0.0,0.0,0,,152.25,-5.75
1633,15626921,-563236,1693,363.2191081,0.012958753,156.26921,-5.63236,156.26921,-5.63236,1836,3179,2417,ST,29.7520771026611,1.80204403400421,34.5803375244141,34.6319541931152,9.62799973785877,0.0,197.222839355469,127.36572265625,134,0.0,3075.513,0.0,1.0,0.0,0.0,0,,156.25,-5.75
1634,16012821,-563236,319,51.19974212,0.01392817,160.12821,-5.63236,160.12821,-5.63236,1692,1923,1799,ST,29.7320995330811,2.13790488243103,34.7052726745605,34.6309204101563,7.32900016009808,0.0,196.992950439453,128.000839233398,134,0.0,3075.513,0.0,-9999.0,0.0,0.0,0,,160.25,-5.75
1635,16398721,-563236,304,49.73011254,0.01410249,163.98721,-5.63236,163.98721,-5.63236,3279,3602,3467,ST,29.6891002655029,1.2535719871521,34.7489852905273,34.6839752197266,5.37700019776821,0.0,197.132339477539,155.660522460938,354,0.0,3075.513,0.0,-9999.0,0.0,0.0,0,,163.75,-5.75
1636,16784621,-563236,1371,305.828892,0.012357507,167.84621,-5.63236,167.84621,-5.63236,2573,2987,2739,ST,29.6517505645752,1.61081397533417,34.8441123962402,34.660041809082,4.89299977198243,0.0,197.312591552734,137.162033081055,504,0.0,3075.513,0.0,-9999.0,0.0,0.0,0,,167.75,-5.75
1637,17170521,-563236,1376,309.461874,0.01232554,171.70521,-5.63236,171.70521,-5.63236,3866,4991,4209,ST,29.563907623291,0.952027022838593,34.9679565429688,34.7043838500977,4.87700011581182,0.0,197.581420898438,190.139465332031,553,0.0,366.327770666667,2709.18522933333,-9999.0,0.0,0.0,0,,171.75,-5.75
1639,-17174579,-177336,992,269.2005945,0.012514609,-171.74579,-1.77336,-171.74579,-1.77336,5073,5599,5364,ST,28.0824584960938,0.794543027877808,35.3763847351074,34.7070007324219,9.81600023806095,0.0,203.007766723633,195.620941162109,167,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-171.75,-1.75
1640,-16788679,-177336,1108,283.1869118,0.012376142,-167.88679,-1.77336,-167.88679,-1.77336,5183,5780,5656,ST,27.8562717437744,0.779434978961945,35.3875770568848,34.7054252624512,10.4139996692538,0.0,203.747543334961,198.771591186523,456,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-167.75,-1.75
1641,-16402779,-177336,1101,283.9298096,0.012398866,-164.02779,-1.77336,-164.02779,-1.77336,5039,5707,5337,ST,27.6568222045898,0.792550981044769,35.3892211914063,34.7070007324219,10.8489999547601,0.0,204.201431274414,194.141067504883,583,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-164.25,-1.75
1642,-16016879,-177336,303,48.07568845,0.013139231,-160.16879,-1.77336,-160.16879,-1.77336,5032,5327,5178,ST,27.418643951416,0.796027004718781,35.3856811523438,34.7070007324219,11.3979997113347,0.0,204.836181640625,192.0458984375,231,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-160.25,-1.75
1643,-15630979,-177336,771,253.347477,0.013062949,-156.30979,-1.77336,-156.30979,-1.77336,1502,5084,4141,ST,27.2238388061523,1.15610098838806,35.3778762817383,34.6860008239746,11.8129998445511,0.0,205.642272949219,162.035736083984,333,0.0,2154.62890898939,934.995091010609,-9999.0,0.0,0.0,3,,-156.25,-1.75
1644,-15245079,-177336,784,254.2359349,0.013100969,-152.45079,-1.77336,-152.45079,-1.77336,4096,4816,4639,ST,27.0003395080566,0.849216997623444,35.3834915161133,34.7010116577148,12.1950004249811,0.0,206.389053344727,180.329544067383,411,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-152.25,-1.75
1645,-14859179,-177336,330,50.74659091,0.013064984,-148.59179,-1.77336,-148.59179,-1.77336,4734,4871,4793,ST,26.7704486846924,0.847343027591705,35.3677062988281,34.7040748596191,12.4840000644326,0.0,206.971450805664,179.188247680664,758,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-148.75,-1.75
1646,-14473279,-177336,321,49.55123726,0.012850681,-144.73279,-1.77336,-144.73279,-1.77336,3986,4671,4338,ST,26.596212387085,0.901799023151398,35.327579498291,34.6999282836914,12.810000218451,0.0,207.608551025391,175.059585571289,856,0.0,63.1456,3026.4784,-9999.0,0.0,0.0,0,,-144.75,-1.75
1647,-14087379,-177336,312,48.16394597,0.012818907,-140.87379,-1.77336,-140.87379,-1.77336,4106,4498,4335,ST,26.310567855835,0.974942028522491,35.2780113220215,34.6983222961426,13.154000043869,0.0,208.546752929688,168.373107910156,723,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-140.75,-1.75
1648,-13701479,-177336,309,45.95748979,0.012420525,-137.01479,-1.77336,-137.01479,-1.77336,4225,4514,4344,ST,26.0895957946777,0.980638027191162,35.2600135803223,34.6960487365723,13.4410001337528,0.0,209.061752319336,167.078353881836,827,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-137.25,-1.75
1649,-13315579,-177336,298,44.32265242,0.012477175,-133.15579,-1.77336,-133.15579,-1.77336,4270,4503,4394,ST,25.8048572540283,1.04885494709015,35.2339859008789,34.6940002441406,13.6169996112585,0.0,209.600158691406,164.557159423828,1115,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-133.25,-1.75
1650,-12929679,-177336,286,43.42969024,0.012634254,-129.29679,-1.77336,-129.29679,-1.77336,4431,4630,4508,ST,25.586051940918,0.992805004119873,35.1976318359375,34.6949272155762,13.8910003006458,0.0,210.195907592773,162.984451293945,1432,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-129.25,-1.75
1651,-12543779,-177336,262,41.53846053,0.012507276,-125.43779,-1.77336,-125.43779,-1.77336,4599,4707,4661,ST,25.3127994537354,1.00411403179169,35.1143493652344,34.6940002441406,14.1660002991557,0.0,210.827850341797,159.674896240234,1793,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-125.25,-1.75
1652,-12157879,-177336,247,41.05492422,0.012002266,-121.57879,-1.77336,-121.57879,-1.77336,4371,4475,4410,ST,25.0632877349854,1.01320505142212,35.1143531799316,34.6941108703613,14.3520003184676,0.0,211.083862304688,157.111267089844,1978,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-121.75,-1.75
1653,-11771979,-177336,238,39.35483705,0.011756365,-117.71979,-1.77336,-117.71979,-1.77336,4250,4421,4310,ST,24.8551025390625,1.03641200065613,35.0732154846191,34.694149017334,14.5150003954768,0.0,211.351715087891,153.086853027344,1688,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-117.75,-1.75
1654,-11386079,-177336,230,39.18265457,0.011393683,-113.86079,-1.77336,-113.86079,-1.77336,4180,4352,4268,ST,24.5980014801025,1.05783605575562,35.0368804931641,34.6940727233887,14.724999666214,0.0,211.562805175781,149.468490600586,1480,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-113.75,-1.75
1655,-11000179,-177336,231,38.5374051,0.011270639,-110.00179,-1.77336,-110.00179,-1.77336,3852,4078,3924,ST,24.3917503356934,1.10998094081879,34.9554481506348,34.6910018920898,14.9299995973706,0.0,211.558044433594,146.221694946289,1395,0.0,2023.29359292035,1066.33040707965,-9999.0,0.0,0.0,0,,-110.25,-1.75
1656,-10614279,-177336,232,38.56262132,0.011325525,-106.14279,-1.77336,-106.14279,-1.77336,3618,3798,3733,ST,24.2000503540039,1.17436599731445,34.9043006896973,34.6910018920898,15.3609998524189,0.0,211.177261352539,142.755905151367,1431,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,-106.25,-1.75
1657,-10228379,-177336,227,38.02193685,0.011285191,-102.28379,-1.77336,-102.28379,-1.77336,2675,3319,3200,ST,24.0101280212402,1.4892760515213,34.8338584899902,34.6730003356934,15.8229991793633,0.0,210.650848388672,137.93864440918,1235,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,-102.25,-1.75
1658,-9842479,-177336,237,39.86808079,0.010901393,-98.42479,-1.77336,-98.42479,-1.77336,3306,3438,3379,ST,23.8676605224609,1.3822580575943,34.8030624389648,34.6824798583984,16.4349991828203,0.0,210.273345947266,133.286895751953,797,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,-98.25,-1.75
1659,-9456579,-177336,251,41.47733963,0.010753535,-94.56579,-1.77336,-94.56579,-1.77336,2669,3410,3323,ST,23.5626220703125,1.38934099674225,34.7698745727539,34.6822280883789,17.6529996097088,0.0,209.260971069336,130.201843261719,429,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,-94.75,-1.75
1660,-9070679,-177336,498,84.64500988,0.010697141,-90.70679,-1.77336,-90.70679,-1.77336,2055,3616,3314,ST,23.6127395629883,1.41068398952484,34.4154434204102,34.6753158569336,20.7979995757341,0.0,209.709823608398,128.992050170898,134,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,0.90249938,-90.75,-1.75
1661,-8684779,-177336,773,127.4514001,0.009124484,-86.84779,-1.77336,-86.84779,-1.77336,2192,3125,2761,ST,23.3077659606934,1.52906894683838,34.4379425048828,34.6731033325195,14.1080003231764,0.0,211.145172119141,125.235534667969,355,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,-86.75,-1.75
1662,-8298879,-177336,316,49.97805359,0.010737223,-82.98879,-1.77336,-82.98879,-1.77336,967,2618,2022,ST,22.8928146362305,2.0395040512085,33.983814239502,34.6473541259766,16.38999953866,0.0,212.314392089844,102.988487243652,250,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,-82.75,-1.75
1663,-7912979,-177336,947,169.2655459,0.009472045,-79.12979,-1.77336,-79.12979,-1.77336,0,0,0,ST,,,,,,,,,0,0.0,0.0,0.0,,0.0,0.0,0,,-79.25,-1.75
1673,-4053979,-177336,966,158.1388401,0.011148273,-40.53979,-1.77336,-40.53979,-1.77336,205,3613,2853,ST,27.7669734954834,2.27754092216492,36.0746765136719,34.9174995422363,1.5760000096634,0.0,201.658050537109,260.836853027344,139,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,-40.75,-1.75
1674,-3668079,-177336,962,158.6177227,0.011283722,-36.68079,-1.77336,-36.68079,-1.77336,2379,4443,3805,ST,27.6977138519287,1.45033502578735,36.0178070068359,34.8690719604492,1.85000000055879,0.0,202.51806640625,246.734558105469,328,0.0,2426.49249224806,663.131507751938,-9999.0,0.0,0.0,0,,-36.75,-1.75
1675,-3282179,-177336,433,68.47065536,0.012011431,-32.82179,-1.77336,-32.82179,-1.77336,4435,4750,4580,ST,27.5209484100342,0.638489007949829,36.0086402893066,34.7388153076172,2.60400003753603,0.0,203.882568359375,238.098983764648,285,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-32.75,-1.75
1676,-2896279,-177336,376,56.24905789,0.011691611,-28.96279,-1.77336,-28.96279,-1.77336,4705,5184,4981,ST,27.2872409820557,0.360639989376068,35.97998046875,34.7093467712402,4.38199983909726,0.0,205.388214111328,233.641571044922,503,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-28.75,-1.75
1677,-2510379,-177336,364,53.69397598,0.011507282,-25.10379,-1.77336,-25.10379,-1.77336,3727,5402,4834,ST,27.0375480651855,0.324167996644974,36.0098266601563,34.7139739990234,6.14799978211522,0.0,206.846557617188,230.372909545898,864,0.0,503.562598208955,2586.06140179104,-9999.0,0.0,0.0,1,,-25.25,-1.75
1678,-2124479,-177336,374,55.42850665,0.011638319,-21.24479,-1.77336,-21.24479,-1.77336,3825,5142,4650,ST,26.6995372772217,0.389815986156464,35.9559135437012,34.7227325439453,8.0979997292161,0.0,208.219787597656,234.81005859375,1078,0.0,410.542293090357,2679.08170690964,-9999.0,0.0,0.0,0,,-21.25,-1.75
1679,-1738579,-177336,376,56.13642994,0.011828787,-17.38579,-1.77336,-17.38579,-1.77336,3291,5100,4191,ST,26.3114910125732,0.494015008211136,35.9585571289063,34.7423324584961,9.59600042551756,0.0,209.365631103516,238.160736083984,801,0.0,1210.91399447208,1878.71000552792,-9999.0,0.0,0.0,1,,-17.25,-1.75
1680,-1352679,-177336,372,57.01847984,0.01165348,-13.52679,-1.77336,-13.52679,-1.77336,2882,3894,3449,ST,26.0396347045898,2.21746110916138,35.9343872070313,34.8951377868652,11.2920003011823,0.0,210.126678466797,242.640487670898,725,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,-13.75,-1.75
1681,-966779,-177336,369,56.46040088,0.011574373,-9.66779,-1.77336,-9.66779,-1.77336,3748,4712,4139,ST,25.840991973877,1.93495094776154,35.7959480285645,34.8848457336426,13.171000406146,0.0,210.715484619141,241.029434204102,758,0.0,807.661045643154,2281.96295435685,-9999.0,0.0,0.0,0,,-9.75,-1.75
1682,-580879,-177336,359,55.968588,0.011493467,-5.80879,-1.77336,-5.80879,-1.77336,4616,5262,4949,ST,25.8664321899414,1.81607794761658,35.6747436523438,34.8599624633789,14.5859997719526,0.0,210.759170532227,240.827590942383,743,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-5.75,-1.75
1683,-194979,-177336,353,56.00111154,0.011617263,-1.94979,-1.77336,-1.94979,-1.77336,4540,5131,4907,ST,26.0478324890137,1.80627405643463,35.5263595581055,34.8581886291504,13.7240001931787,0.0,210.478775024414,238.87370300293,753,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,-1.75,-1.75
1684,190921,-177336,368,59.23858144,0.011670855,1.90921,-1.77336,1.90921,-1.77336,1999,4856,4302,ST,26.256628036499,1.83601200580597,35.310619354248,34.8705558776855,11.570000089705,0.0,210.124603271484,236.222244262695,504,0.0,2163.92636471824,925.697635281764,-9999.0,0.0,0.0,1,,1.75,-1.75
1685,576821,-177336,925,137.5531869,0.010913229,5.76821,-1.77336,5.76821,-1.77336,1333,3759,3360,ST,26.3919620513916,2.13573503494263,34.4591407775879,34.892520904541,9.9870003759861,0.0,209.570709228516,234.13493347168,111,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,0.00321939,5.75,-1.75
1694,4049921,-177336,1663,330.0934727,0.014159258,40.49921,-1.77336,40.49921,-1.77336,0,0,0,ST,,,,,,,,,0,0.0,0.0,0.0,,0.0,0.0,0,,40.25,-1.75
1695,4435821,-177336,1358,278.8380238,0.014154447,44.35821,-1.77336,44.35821,-1.77336,3440,3871,3692,ST,27.2836074829102,1.17849099636078,35.3440742492676,34.7229080200195,11.0820000991225,0.0,204.464691162109,176.413528442383,287,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,44.25,-1.75
1696,4821721,-177336,354,58.4070441,0.013030709,48.21721,-1.77336,48.21721,-1.77336,4817,4908,4859,ST,27.7084999084473,0.920403003692627,35.3657379150391,34.7113876342773,10.6680002063513,0.0,203.229232788086,186.722686767578,545,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,48.25,-1.75
1697,5207621,-177336,1523,319.9463145,0.013633881,52.07621,-1.77336,52.07621,-1.77336,4873,5210,5043,ST,28.1966934204102,0.929292976856232,35.3803367614746,34.715518951416,8.28499998897314,0.0,202.040802001953,184.693176269531,527,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,52.25,-1.75
1698,5593521,-177336,384,60.20178572,0.013568891,55.93521,-1.77336,55.93521,-1.77336,4414,4568,4496,ST,28.5909233093262,0.988101005554199,35.3638534545898,34.7159996032715,6.34100008755922,0.0,200.435516357422,180.765563964844,334,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,55.75,-1.75
1699,5979421,-177336,350,54.36572807,0.013532154,59.79421,-1.77336,59.79421,-1.77336,3515,4582,4319,ST,28.9422721862793,1.01542401313782,35.3020629882813,34.718677520752,3.75699996948242,0.0,199.091995239258,177.393783569336,580,0.0,1404.37454545455,1685.24945454545,-9999.0,0.0,0.0,0,,59.75,-1.75
1700,6365321,-177336,341,53.04138956,0.013721739,63.65321,-1.77336,63.65321,-1.77336,3846,4723,4303,ST,29.1682395935059,1.00588095188141,35.2068557739258,34.7224502563477,2.97200004570186,0.0,198.588653564453,175.634155273438,986,0.0,542.53374686431,2547.09025313569,-9999.0,0.0,0.0,0,,63.75,-1.75
1701,6751221,-177336,349,53.94538813,0.013579574,67.51221,-1.77336,67.51221,-1.77336,2002,3597,2767,ST,29.2430648803711,1.61128401756287,35.0923461914063,34.7387771606445,2.608000067994,0.0,198.269119262695,160.101760864258,646,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,67.75,-1.75
1702,7137121,-177336,1432,316.1102375,0.013421846,71.37121,-1.77336,71.37121,-1.77336,3457,4532,4116,ST,29.2731323242188,1.15447795391083,35.0146408081055,34.7185592651367,2.02600006014109,0.0,198.132827758789,176.087585449219,304,0.0,1560.61937860465,1529.00462139535,-9999.0,0.0,0.0,0,,71.25,-1.75
1703,7523021,-177336,300,48.63191187,0.013827314,75.23021,-1.77336,75.23021,-1.77336,4114,5082,4635,ST,29.2591514587402,1.00820505619049,34.9013710021973,34.7167167663574,1.73400004860014,0.0,198.156524658203,182.653030395508,304,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,75.25,-1.75
1704,7908921,-177336,282,45.64642768,0.013077213,79.08921,-1.77336,79.08921,-1.77336,4913,5071,4971,ST,29.2325687408447,1.00342500209808,34.7900161743164,34.7168350219727,1.94400001782924,0.0,198.271240234375,180.616928100586,706,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,79.25,-1.75
1705,8294821,-177336,284,46.48947834,0.013812171,82.94821,-1.77336,82.94821,-1.77336,4394,4905,4687,ST,29.2326831817627,1.00680303573608,34.6951675415039,34.7159996032715,1.97999994270504,0.0,198.456207275391,179.124404907227,919,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,82.75,-1.75
1706,8680721,-177336,293,47.36146216,0.013775308,86.80721,-1.77336,86.80721,-1.77336,4663,4774,4699,ST,29.2451572418213,1.01443302631378,34.5874519348145,34.7162437438965,1.79600005503744,0.0,198.474960327148,175.4404296875,1097,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,86.75,-1.75
1707,9066621,-177336,316,49.07855382,0.012957683,90.66621,-1.77336,90.66621,-1.77336,4638,4800,4717,ST,29.2815818786621,0.733065009117126,34.3802604675293,34.7151870727539,1.87200005166233,0.0,198.491287231445,195.215362548828,803,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,90.75,-1.75
1708,9452521,-177336,1987,342.6894279,0.014092761,94.52521,-1.77336,94.52521,-1.77336,4204,4860,4642,ST,29.3232364654541,0.738002002239227,33.9822845458984,34.7127418518066,2.22399993799627,0.0,198.753936767578,192.746688842773,449,0.0,0.0,3089.624,-9999.0,0.0,0.0,0,,94.75,-1.75
1710,10224321,-177336,1917,331.5270321,0.014232213,102.24321,-1.77336,102.24321,-1.77336,0,0,0,ST,,,,,,,,,0,0.0,0.0,0.0,,0.0,0.0,0,,102.25,-1.75
1713,11382021,-177336,2561,445.7232774,0.014041456,113.82021,-1.77336,113.82021,-1.77336,0,0,0,ST,,,,,,,,,0,0.0,0.0,0.0,,0.0,0.0,0,,113.75,-1.75
1714,11767921,-177336,2570,462.6225418,0.014043105,117.67921,-1.77336,117.67921,-1.77336,397,2032,1503,ST,29.3203163146973,3.30517506599426,32.6131362915039,34.5789985656738,3.76500003039837,0.0,199.69938659668,92.9135437011719,129,0.0,3089.624,0.0,3.0,0.0,0.0,0,,117.75,-1.75
1715,12153821,-177336,2684,471.2768697,0.014062799,121.53821,-1.77336,121.53821,-1.77336,0,1043,72,ST,29.0684452056885,29.1969757080078,32.3487434387207,34.0706901550293,10.4660000652075,0.0,199.526107788086,199.573822021484,13,972.632514218566,479.490765781434,0.0,1.0,0.0326720823757195,0.0,0,0.32810929,121.75,-1.75
1716,12539721,-177336,2742,480.8423153,0.013925839,125.39721,-1.77336,125.39721,-1.77336,0,2944,542,ST,29.0066032409668,28.9337425231934,32.7984008789063,34.1125640869141,2.60200002230704,0.0,198.609191894531,198.464538574219,23,298.039084180645,2297.24507581935,0.0,-9999.0,0.0377617460086405,0.0,0,,125.25,-1.75
1717,12925621,-177336,2563,472.4195264,0.013963432,129.25621,-1.77336,129.25621,-1.77336,210,1629,788,ST,28.9898567199707,7.53719186782837,33.6359901428223,34.6470184326172,8.98700021207333,0.0,198.156600952148,132.914245605469,111,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,129.25,-1.75
1718,13311521,-177336,2348,433.5121932,0.013724647,133.11521,-1.77336,133.11521,-1.77336,0,0,0,ST,,,,,,,,,0,0.0,0.0,0.0,,0.0,0.0,0,,133.25,-1.75
1719,13697421,-177336,2348,434.7089474,0.01336914,136.97421,-1.77336,136.97421,-1.77336,0,201,47,ST,29.436429977417,29.4689979553223,33.8503112792969,34.0395469665527,22.019000723958,0.0,198.935638427734,198.953033447266,24,2654.3681011213,2.70853887869521,0.0,6.0,0.0386496383219447,0.0,0,0.09260194,136.75,-1.75
1720,14083321,-177336,2303,427.5595152,0.013274294,140.83321,-1.77336,140.83321,-1.77336,2233,3684,3278,ST,29.4235095977783,1.43696594238281,34.3151435852051,34.6598854064941,16.6790001094341,0.0,198.907440185547,138.689208984375,97,0.0,3089.624,0.0,3.0,0.0,0.0,0,,140.75,-1.75
1721,14469221,-177336,2247,425.8063809,0.01323587,144.69221,-1.77336,144.69221,-1.77336,526,1279,941,ST,29.5919628143311,4.28914022445679,34.439094543457,34.560417175293,11.2250000238419,0.0,197.873397827148,115.157646179199,111,0.0,3089.624,0.0,-9999.0,0.0056297077385791,0.0,0,,144.75,-1.75
1722,14855121,-177336,2192,420.8473651,0.013145111,148.55121,-1.77336,148.55121,-1.77336,583,2053,1320,ST,29.7766227722168,2.89746403694153,34.4647979736328,34.6011276245117,10.181000456214,0.0,197.989013671875,106.97883605957,180,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,148.75,-1.75
1723,15241021,-177336,340,55.22769874,0.013086879,152.41021,-1.77336,152.41021,-1.77336,2819,6141,4645,ST,29.7907180786133,1.51049101352692,34.5990219116211,34.69677734375,7.20399990677834,0.0,197.971420288086,154.453521728516,167,0.0,1098.38830343167,1991.23569656833,-9999.0,0.0,0.0,0,,152.25,-1.75
1724,15626921,-177336,312,48.48829475,0.013683414,156.26921,-1.77336,156.26921,-1.77336,1617,1828,1714,ST,29.7302398681641,2.5714271068573,34.6583137512207,34.6192626953125,5.59499999508262,0.0,198.170684814453,114.531593322754,291,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,156.25,-1.75
1725,16012821,-177336,1296,298.0021671,0.012884265,160.12821,-1.77336,160.12821,-1.77336,2482,3303,2874,ST,29.621618270874,1.52717900276184,34.7679977416992,34.6840438842773,5.82000007852912,0.0,198.571075439453,135.098190307617,407,0.0,3089.624,0.0,-9999.0,0.0,0.0,0,,160.25,-1.75
1726,16398721,-177336,1283,296.8245505,0.012799417,163.98721,-1.77336,163.98721,-1.77336,3837,4523,4268,ST,29.5039710998535,0.982104003429413,34.9752044677734,34.6978530883789,6.27399981021881,0.0,198.913192749023,176.817092895508,407,0.0,734.123486880467,2355.50051311953,-9999.0,0.0,0.0,0,,163.75,-1.75
1727,16784621,-177336,1318,302.5895416,0.012598581,167.84621,-1.77336,167.84621,-1.77336,3789,4096,3934,ST,29.3018360137939,1.08537697792053,35.0309791564941,34.6923065185547,6.91699981689453,0.0,199.537124633789,171.730484008789,213,0.0,2123.48750488599,966.136495114007,-9999.0,0.0,0.0,0,,167.75,-1.75
1728,17170521,-177336,1310,300.9391744,0.012524129,171.70521,-1.77336,171.70521,-1.77336,3684,4099,3934,ST,29.0619316101074,1.18890297412872,35.1726341247559,34.6860046386719,7.43000023066998,0.0,200.106323242188,168.4775390625,355,0.0,2352.58116626506,737.04283373494,-9999.0,0.0,0.0,0,,171.75,-1.75
1730,-17174579,208564,992,268.9022213,0.01255424,-171.74579,2.08564,-171.74579,2.08564,5031,5435,5338,NT,28.0394344329834,0.794894993305206,35.1639022827148,34.708423614502,8.631999604403969,0.0,202.084594726563,195.25910949707,603,0.0,0.0,3088.682,-9999.0,0.0,0.0,0,,-171.75,2.25
1731,-16788679,208564,998,268.8189357,0.01258546,-167.88679,2.08564,-167.88679,2.08564,5290,5580,5455,NT,27.7730751037598,0.79434198141098,35.1671028137207,34.7040214538574,9.17300023138523,0.0,202.73405456543,193.603500366211,766,0.0,0.0,3088.682,-9999.0,0.0,0.0,0,,-167.75,2.25
1732,-16402779,208564,302,48.27108342,0.013383823,-164.02779,2.08564,-164.02779,2.08564,950,5390,4625,NT,27.5752429962158,0.802121996879578,35.1747093200684,34.7060012817383,9.93600022047758,0.0,203.502456665039,191.415451049805,530,0.0,2121.72975225225,966.952247747748,-9999.0,0.0,0.0,2,,-164.25,2.25
1733,-16016879,208564,325,51.27693759,0.013767708,-160.16879,2.08564,-160.16879,2.08564,4119,5086,4764,NT,27.3959274291992,0.810118973255157,35.1613693237305,34.703784942627,10.5419997125864,0.0,204.224838256836,187.287261962891,256,0.0,0.0,3088.682,-9999.0,0.0,0.0,0,,-160.25,2.25
1734,-15630979,208564,774,254.0270417,0.0130848,-156.30979,2.08564,-156.30979,2.08564,4306,4820,4623,NT,27.2689781188965,0.892141997814178,35.1347389221191,34.6945266723633,10.8759999275208,0.0,204.85124206543,178.23713684082,180,0.0,0.0,3088.682,-9999.0,0.0,0.0,0,,-156.25,2.25
1735,-15245079,208564,882,266.9373999,0.012782086,-152.45079,2.08564,-152.45079,2.08564,4472,4732,4613,NT,27.0326976776123,0.887772977352142,35.1097106933594,34.6949996948242,11.1729996278882,0.0,205.406066894531,176.509490966797,614,0.0,0.0,3088.682,-9999.0,0.0,0.0,0,,-152.25,2.25
1736,-14859179,208564,334,49.14701915,0.01306498,-148.59179,2.08564,-148.59179,2.08564,4665,4861,4754,NT,26.9146327972412,0.899944007396698,35.0902938842773,34.6967124938965,11.349000036716498,0.0,205.944046020508,172.131729125977,999,0.0,0.0,3088.682,-9999.0,0.0,0.0,0,,-148.75,2.25
1737,-14473279,208564,325,48.87118302,0.012967093,-144.73279,2.08564,-144.73279,2.08564,4304,4526,4387,NT,26.7435035705566,0.959756970405579,35.0380096435547,34.6951675415039,11.5369996055961,0.0,206.367416381836,167.315322875977,1253,0.0,0.0,3088.682,-9999.0,0.0,0.0,0,,-144.75,2.25
1738,-14087379,208564,320,48.29847296,0.013051336,-140.87379,2.08564,-140.87379,2.08564,4191,4717,4438,NT,26.626049041748,0.956820011138916,34.9783210754395,34.6949996948242,11.6309998556972,0.0,207.054122924805,164.277755737305,1168,0.0,0.0,3088.682,-9999.0,0.0,0.0,0,,-140.75,2.25
